parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Akkermansia-muciniphila	Akkermansia-muciniphila	-2.2708e-08	13225.2941	7.8538e-09
interaction	Akkermansia-muciniphila	Parasutterella	0	0.00053362	3.1772e-10
interaction	Akkermansia-muciniphila	Bacteroides	0	0.00022227	1.624e-10
interaction	Akkermansia-muciniphila	Lachnospiraceae-NK4A136-group	0	0.0025844	5.3786e-10
interaction	Akkermansia-muciniphila	Alloprevotella	0	4.4446e-05	6.6488e-11
interaction	Akkermansia-muciniphila	Parabacteroides-goldsteinii	0	4.4446e-05	4.1559e-11
interaction	Akkermansia-muciniphila	Lachnospiraceae	0	0.00044464	1.6147e-10
interaction	Parasutterella	Muribaculaceae	0	0.00048913	2.2432e-10
interaction	Parasutterella	Faecalibaculum	0	0.0022718	2.0419e-09
interaction	Parasutterella	Bacteroides-acidifaciens	0	0.0087877	3.9025e-09
interaction	Parasutterella	Akkermansia-muciniphila	0	0.0011123	1.0376e-09
interaction	Parasutterella	Parasutterella	-6.7391e-08	13225.2941	1.9175e-08
interaction	Parasutterella	Bacteroides	0	0.0010678	8.7493e-10
interaction	Parasutterella	Lachnospiraceae-NK4A136-group	0	0.00066711	4.312e-10
interaction	Parasutterella	Alloprevotella	0	0.0011123	6.9689e-10
interaction	Parasutterella	Parabacteroides-goldsteinii	0	0.00026674	2.4739e-10
interaction	Parasutterella	Lachnospiraceae	0	0.00075613	7.0459e-10
interaction	Bacteroides	Muribaculaceae	0	0.00022227	4.1443e-11
interaction	Bacteroides	Faecalibaculum	0	0.00017781	5.0364e-11
interaction	Bacteroides	Bacteroides-acidifaciens	0	0.0089234	1.8951e-09
interaction	Bacteroides	Akkermansia-muciniphila	0	0.00022227	1.3385e-10
interaction	Bacteroides	Parasutterella	0	0.00035568	2.2292e-10
interaction	Bacteroides	Bacteroides	-1.5832e-08	13225.2941	5.0877e-09
interaction	Bacteroides	Lachnospiraceae-NK4A136-group	0	0.0019148	6.807e-10
interaction	Bacteroides	Alloprevotella	0	0.00031121	1.9729e-10
interaction	Bacteroides	Parabacteroides-goldsteinii	0	0.00017781	1.2832e-10
interaction	Bacteroides	Lachnospiraceae	0	0.00088968	4.0222e-10
interaction	Lachnospiraceae-NK4A136-group	Muribaculaceae	0	0.00022227	2.0853e-10
interaction	Lachnospiraceae-NK4A136-group	Faecalibaculum	0	0.0021825	1.995e-09
interaction	Lachnospiraceae-NK4A136-group	Bacteroides-acidifaciens	0	0.00075613	5.2547e-10
interaction	Lachnospiraceae-NK4A136-group	Akkermansia-muciniphila	0	0.0012014	1.3355e-09
interaction	Lachnospiraceae-NK4A136-group	Parasutterella	0	0.0019148	1.649e-09
interaction	Lachnospiraceae-NK4A136-group	Bacteroides	0	0.0041505	2.5723e-09
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-NK4A136-group	-1.002e-07	13225.2941	1.1579e-08
interaction	Lachnospiraceae-NK4A136-group	Alloprevotella	0	0.0012014	8.2402e-10
interaction	Lachnospiraceae-NK4A136-group	Parabacteroides-goldsteinii	0	0.054655	7.7377e-09
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae	0	0.00048913	3.5958e-10
interaction	Alloprevotella	Muribaculaceae	0	4.4446e-05	2.6486e-11
interaction	Alloprevotella	Faecalibaculum	0	8.8897e-05	6.2317e-11
interaction	Alloprevotella	Bacteroides-acidifaciens	0	8.8897e-05	2.2317e-11
interaction	Alloprevotella	Akkermansia-muciniphila	0	0.00022227	9.9249e-11
interaction	Alloprevotella	Parasutterella	0	0.00017781	7.7133e-11
interaction	Alloprevotella	Bacteroides	0	4.4446e-05	1.9732e-11
interaction	Alloprevotella	Lachnospiraceae-NK4A136-group	0	0.00013335	4.5667e-11
interaction	Alloprevotella	Alloprevotella	-9.7616e-09	13225.2941	3.1419e-09
interaction	Alloprevotella	Parabacteroides-goldsteinii	0	0.00017781	6.3248e-11
interaction	Alloprevotella	Lachnospiraceae	0	4.4446e-05	1.0806e-11
interaction	Parabacteroides-goldsteinii	Muribaculaceae	-2.9946e-08	13225.2941	3.8264e-09
interaction	Parabacteroides-goldsteinii	Faecalibaculum	0	0.00053362	2.0047e-10
interaction	Parabacteroides-goldsteinii	Bacteroides-acidifaciens	0	0.00053362	3.0594e-10
interaction	Parabacteroides-goldsteinii	Akkermansia-muciniphila	0	0.00013335	2.6633e-10
interaction	Parabacteroides-goldsteinii	Parasutterella	0	0.00057811	3.524e-10
interaction	Parabacteroides-goldsteinii	Bacteroides	0	0.00066711	3.2428e-10
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-NK4A136-group	-2.2289e-08	39.2504	5.0718e-09
interaction	Parabacteroides-goldsteinii	Alloprevotella	0	0.0068916	1.2988e-09
interaction	Parabacteroides-goldsteinii	Parabacteroides-goldsteinii	-2.0295e-08	13225.2941	3.9085e-09
interaction	Parabacteroides-goldsteinii	Lachnospiraceae	-2.4466e-08	34.1562	5.7478e-09
interaction	Lachnospiraceae	Muribaculaceae	0	8.8897e-05	1.4562e-11
interaction	Lachnospiraceae	Faecalibaculum	0	0.0018702	1.5512e-09
interaction	Lachnospiraceae	Bacteroides-acidifaciens	0	0.0022718	1.3623e-09
interaction	Lachnospiraceae	Akkermansia-muciniphila	0	0.00071162	3.5522e-10
interaction	Lachnospiraceae	Parasutterella	0	0.00071162	6.0557e-10
interaction	Lachnospiraceae	Bacteroides	0	0.046512	7.5325e-09
interaction	Lachnospiraceae	Lachnospiraceae-NK4A136-group	0	0.00088968	5.2042e-10
interaction	Lachnospiraceae	Alloprevotella	0	0.00080064	6.5614e-10
interaction	Lachnospiraceae	Parabacteroides-goldsteinii	0	0.013742	2.6358e-09
interaction	Lachnospiraceae	Lachnospiraceae	-7.3372e-08	13225.2941	9.4055e-09
