parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Lachnospiraceae-NK4A136-group	Muribaculaceae	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Faecalibaculum	0	0.0011123	3.2423e-10
interaction	Lachnospiraceae-NK4A136-group	Bacteroides-acidifaciens	0	8.8897e-05	2.1871e-11
interaction	Lachnospiraceae-NK4A136-group	Akkermansia-muciniphila	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Parasutterella	0	4.4446e-05	2.5721e-12
interaction	Lachnospiraceae-NK4A136-group	Bacteroides	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-NK4A136-group	-7.5568e-09	532.1687	3.8831e-09
interaction	Lachnospiraceae-NK4A136-group	Alloprevotella	0	4.4446e-05	3.9465e-12
interaction	Lachnospiraceae-NK4A136-group	Parabacteroides-goldsteinii	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae	0	4.4446e-05	4.0946e-11
interaction	Alloprevotella	Muribaculaceae	0	4.4446e-05	2.4175e-11
interaction	Alloprevotella	Faecalibaculum	0	0.00026674	1.541e-10
interaction	Alloprevotella	Bacteroides-acidifaciens	0	0	0
interaction	Alloprevotella	Akkermansia-muciniphila	0	0.0037473	1.2894e-09
interaction	Alloprevotella	Parasutterella	0	4.4446e-05	2.8275e-11
interaction	Alloprevotella	Bacteroides	0	0.00013335	2.1861e-11
interaction	Alloprevotella	Lachnospiraceae-NK4A136-group	0	0.00013335	1.8314e-10
interaction	Alloprevotella	Alloprevotella	-1.7623e-08	532.1687	6.5778e-09
interaction	Alloprevotella	Parabacteroides-goldsteinii	0	8.8897e-05	7.8218e-11
interaction	Alloprevotella	Lachnospiraceae	0	0.00017781	1.8163e-10
interaction	Parabacteroides-goldsteinii	Muribaculaceae	0	8.8897e-05	7.8374e-11
interaction	Parabacteroides-goldsteinii	Faecalibaculum	0	0.00017781	1.9746e-10
interaction	Parabacteroides-goldsteinii	Bacteroides-acidifaciens	0	4.4446e-05	5.4204e-11
interaction	Parabacteroides-goldsteinii	Akkermansia-muciniphila	0	4.4446e-05	7.6984e-11
interaction	Parabacteroides-goldsteinii	Parasutterella	0	0	0
interaction	Parabacteroides-goldsteinii	Bacteroides	0	4.4446e-05	3.1832e-12
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-NK4A136-group	0	4.4446e-05	3.6509e-12
interaction	Parabacteroides-goldsteinii	Alloprevotella	0	0.00013335	5.7685e-11
interaction	Parabacteroides-goldsteinii	Parabacteroides-goldsteinii	-1.4878e-08	532.1687	3.2855e-09
interaction	Parabacteroides-goldsteinii	Lachnospiraceae	0	0.00026674	1.6718e-10
interaction	Lachnospiraceae	Muribaculaceae	0	4.4446e-05	4.7771e-11
interaction	Lachnospiraceae	Faecalibaculum	0	0.00026674	1.909e-10
interaction	Lachnospiraceae	Bacteroides-acidifaciens	0	8.8897e-05	6.7927e-11
interaction	Lachnospiraceae	Akkermansia-muciniphila	0	4.4446e-05	1.3315e-10
interaction	Lachnospiraceae	Parasutterella	0	0.00013335	1.0706e-10
interaction	Lachnospiraceae	Bacteroides	0	0.0011569	4.4464e-10
interaction	Lachnospiraceae	Lachnospiraceae-NK4A136-group	0	0.087114	1.0576e-08
interaction	Lachnospiraceae	Alloprevotella	0	0.00048913	4.2089e-10
interaction	Lachnospiraceae	Parabacteroides-goldsteinii	0	0.00048913	3.9044e-10
interaction	Lachnospiraceae	Lachnospiraceae	-4.7101e-08	532.1687	8.0752e-09
