parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Porphyromonadaceae	Enterobacteriaceae	0	0.13014	4.1982e-08
interaction	Porphyromonadaceae	Desulfovibrionaceae	0	0.0021825	2.8884e-09
interaction	Prevotellaceae	Bacteroidaceae	0	0.00017781	1.8184e-10
interaction	Prevotellaceae	Akkermansiaceae	0	0.0029867	4.0201e-09
interaction	Prevotellaceae	Lachnospiraceae	0	0.00022227	3.7205e-10
interaction	Prevotellaceae	Sutterellaceae	0	0.00040016	1.3831e-09
interaction	Prevotellaceae	Porphyromonadaceae	0	0.00031121	9.0123e-10
interaction	Prevotellaceae	Prevotellaceae	-8.8798e-08	14990	3.7999e-08
interaction	Prevotellaceae	Acidaminococcaceae	0	0.00040016	7.4606e-10
interaction	Prevotellaceae	Ruminococcaceae	0	0.00022227	2.9157e-10
interaction	Prevotellaceae	Enterobacteriaceae	0	0.013514	1.5432e-08
interaction	Prevotellaceae	Desulfovibrionaceae	0	0.00066711	1.2243e-09
interaction	Acidaminococcaceae	Bacteroidaceae	0	0.00053362	1.103e-09
interaction	Acidaminococcaceae	Akkermansiaceae	0	0.038493	2.7252e-08
interaction	Acidaminococcaceae	Lachnospiraceae	-1.5126e-07	0.4986	6.3127e-08
interaction	Acidaminococcaceae	Sutterellaceae	0	0.053026	2.8502e-08
interaction	Acidaminococcaceae	Porphyromonadaceae	0	0.002004	4.1786e-09
interaction	Acidaminococcaceae	Prevotellaceae	0	0.0014242	4.6181e-09
interaction	Acidaminococcaceae	Acidaminococcaceae	-1.6772e-07	14990	2.5712e-08
interaction	Acidaminococcaceae	Ruminococcaceae	-2.2551e-07	1499	2.8935e-08
interaction	Acidaminococcaceae	Enterobacteriaceae	0	0.023844	2.7704e-08
interaction	Acidaminococcaceae	Desulfovibrionaceae	-1.5734e-07	1.0445	7.9801e-08
interaction	Ruminococcaceae	Bacteroidaceae	0	0.00031121	2.0209e-09
interaction	Ruminococcaceae	Akkermansiaceae	0	0.00057811	1.5373e-09
interaction	Ruminococcaceae	Lachnospiraceae	0	0.00057811	1.641e-09
interaction	Ruminococcaceae	Sutterellaceae	0	0.001558	5.28e-09
interaction	Ruminococcaceae	Porphyromonadaceae	0	0.00084516	3.3156e-09
interaction	Ruminococcaceae	Prevotellaceae	0	0.0058563	2.8966e-08
interaction	Ruminococcaceae	Acidaminococcaceae	0	0.00022227	9.8183e-10
interaction	Ruminococcaceae	Ruminococcaceae	-1.4144e-07	14990	5.9662e-08
interaction	Ruminococcaceae	Enterobacteriaceae	0	0.0032997	1.471e-08
interaction	Ruminococcaceae	Desulfovibrionaceae	0	0.00093421	3.1766e-09
interaction	Enterobacteriaceae	Bacteroidaceae	0	0.011918	5.0665e-09
interaction	Enterobacteriaceae	Akkermansiaceae	0	0.41128	4.0312e-08
interaction	Enterobacteriaceae	Lachnospiraceae	0	0.0020486	1.9544e-09
interaction	Enterobacteriaceae	Sutterellaceae	0	0.27537	2.7072e-08
interaction	Enterobacteriaceae	Porphyromonadaceae	0	0.00062261	9.0785e-10
interaction	Enterobacteriaceae	Prevotellaceae	0	0.04104	1.7707e-08
interaction	Enterobacteriaceae	Acidaminococcaceae	0	4.4446e-05	2.2518e-11
interaction	Enterobacteriaceae	Ruminococcaceae	0	0.00017781	3.4929e-10
interaction	Enterobacteriaceae	Enterobacteriaceae	-1.2291e-07	14990	2.8371e-08
interaction	Enterobacteriaceae	Desulfovibrionaceae	0	0.00044464	5.4995e-10
interaction	Desulfovibrionaceae	Bacteroidaceae	0	0.00017781	2.5581e-10
interaction	Desulfovibrionaceae	Akkermansiaceae	0	0.00026674	9.1915e-10
interaction	Desulfovibrionaceae	Lachnospiraceae	0	0.00017781	5.4512e-10
interaction	Desulfovibrionaceae	Sutterellaceae	0	0.00062261	1.5841e-09
interaction	Desulfovibrionaceae	Porphyromonadaceae	0	0.00017781	4.1023e-10
interaction	Desulfovibrionaceae	Prevotellaceae	0	0.0010233	4.4112e-09
interaction	Desulfovibrionaceae	Acidaminococcaceae	0	0.00017781	2.0421e-10
interaction	Desulfovibrionaceae	Ruminococcaceae	0	0.00044464	9.7654e-10
interaction	Desulfovibrionaceae	Enterobacteriaceae	0	0.001558	6.9703e-09
interaction	Desulfovibrionaceae	Desulfovibrionaceae	-7.5774e-08	14990	5.1016e-08
perturbation	Perturbation1	Bacteroidaceae	0	0.0024058	0.028249
perturbation	Perturbation1	Akkermansiaceae	0	0.012738	0.10286
perturbation	Perturbation1	Lachnospiraceae	0	0.0087424	0.063967
perturbation	Perturbation1	Sutterellaceae	0	0.0046885	0.047923
perturbation	Perturbation1	Porphyromonadaceae	0	0.0010678	0.014295
perturbation	Perturbation1	Prevotellaceae	0	0.0028079	0.051642
perturbation	Perturbation1	Acidaminococcaceae	0	0.00075613	0.008183
perturbation	Perturbation1	Ruminococcaceae	0	0.00084516	0.0093207
perturbation	Perturbation1	Enterobacteriaceae	0	0.0024058	0.045175
perturbation	Perturbation1	Desulfovibrionaceae	0	0.0016472	0.02714
