parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Ruminococcaceae	Porphyromonadaceae	0	0.00026674	3.0828e-09
interaction	Ruminococcaceae	Prevotellaceae	0	0	0
interaction	Ruminococcaceae	Acidaminococcaceae	0	4.4446e-05	4.2337e-09
interaction	Ruminococcaceae	Ruminococcaceae	-4.2319e-07	6.5138	8.631e-08
interaction	Ruminococcaceae	Enterobacteriaceae	0	0.00013335	5.7593e-09
interaction	Ruminococcaceae	Desulfovibrionaceae	0	0	0
interaction	Enterobacteriaceae	Bacteroidaceae	0	0	0
interaction	Enterobacteriaceae	Akkermansiaceae	0	0	0
interaction	Enterobacteriaceae	Lachnospiraceae	0	4.4446e-05	4.7165e-08
interaction	Enterobacteriaceae	Sutterellaceae	0	0	0
interaction	Enterobacteriaceae	Porphyromonadaceae	0	0	0
interaction	Enterobacteriaceae	Prevotellaceae	0	0.00026674	1.1196e-06
interaction	Enterobacteriaceae	Acidaminococcaceae	0	8.8897e-05	4.9719e-08
interaction	Enterobacteriaceae	Ruminococcaceae	0	4.4446e-05	6.8424e-09
interaction	Enterobacteriaceae	Enterobacteriaceae	-2.5592e-05	6.5138	3.6437e-06
interaction	Enterobacteriaceae	Desulfovibrionaceae	0	0.00017781	1.5863e-07
interaction	Desulfovibrionaceae	Bacteroidaceae	0	0	0
interaction	Desulfovibrionaceae	Akkermansiaceae	0	0	0
interaction	Desulfovibrionaceae	Lachnospiraceae	0	0	0
interaction	Desulfovibrionaceae	Sutterellaceae	0	0	0
interaction	Desulfovibrionaceae	Porphyromonadaceae	0	0	0
interaction	Desulfovibrionaceae	Prevotellaceae	0	0	0
interaction	Desulfovibrionaceae	Acidaminococcaceae	0	0	0
interaction	Desulfovibrionaceae	Ruminococcaceae	0	0	0
interaction	Desulfovibrionaceae	Enterobacteriaceae	0	4.4446e-05	2.5847e-10
interaction	Desulfovibrionaceae	Desulfovibrionaceae	-8.056e-06	6.5138	1.126e-06
perturbation	Perturbation1	Bacteroidaceae	0	0.0016472	0.019022
perturbation	Perturbation1	Akkermansiaceae	0	0.012556	0.090014
perturbation	Perturbation1	Lachnospiraceae	0	0.003613	0.033612
perturbation	Perturbation1	Sutterellaceae	0	0.0037025	0.038244
perturbation	Perturbation1	Porphyromonadaceae	0	0.00013335	0.0032086
perturbation	Perturbation1	Prevotellaceae	0	0.0010678	0.046813
perturbation	Perturbation1	Acidaminococcaceae	0	0.00062261	0.012135
perturbation	Perturbation1	Ruminococcaceae	0	0.015022	0.10206
perturbation	Perturbation1	Enterobacteriaceae	0	0.00048913	0.016075
perturbation	Perturbation1	Desulfovibrionaceae	0	0.009965	0.1497
