parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Bacteroides-acidifaciens	Lachnospiraceae	0	0	0
interaction	Bacteroides-acidifaciens	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Bacteroides-acidifaciens	Clostridia-UCG-014	0	0	0
interaction	Bacteroides-acidifaciens	Oscillospiraceae	0	0	0
interaction	Bacteroides-acidifaciens	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Bacteroides-acidifaciens	Mucispirillum-schaedleri	0	0	0
interaction	Akkermansia-muciniphila	Muribaculaceae	0	0	0
interaction	Akkermansia-muciniphila	Faecalibaculum	0	0	0
interaction	Akkermansia-muciniphila	Bacteroides-acidifaciens	0	0	0
interaction	Akkermansia-muciniphila	Akkermansia-muciniphila	-9.177e-09	1.8073	2.5151e-09
interaction	Akkermansia-muciniphila	Parasutterella	0	0	0
interaction	Akkermansia-muciniphila	Bacteroides	0	0	0
interaction	Akkermansia-muciniphila	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Akkermansia-muciniphila	Alloprevotella	0	0	0
interaction	Akkermansia-muciniphila	Parabacteroides-goldsteinii	0	0	0
interaction	Akkermansia-muciniphila	Lachnospiraceae	0	4.4446e-05	4.7255e-12
interaction	Akkermansia-muciniphila	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Akkermansia-muciniphila	Clostridia-UCG-014	0	0	0
interaction	Akkermansia-muciniphila	Oscillospiraceae	0	0	0
interaction	Akkermansia-muciniphila	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Akkermansia-muciniphila	Mucispirillum-schaedleri	0	0	0
interaction	Parasutterella	Muribaculaceae	0	4.4446e-05	3.8547e-11
interaction	Parasutterella	Faecalibaculum	0	0.00013335	1.5115e-10
interaction	Parasutterella	Bacteroides-acidifaciens	0	0.00017781	4.7087e-10
interaction	Parasutterella	Akkermansia-muciniphila	0	0	0
interaction	Parasutterella	Parasutterella	-4.5689e-08	1.8073	7.7945e-09
interaction	Parasutterella	Bacteroides	0	0	0
interaction	Parasutterella	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Parasutterella	Alloprevotella	0	0	0
interaction	Parasutterella	Parabacteroides-goldsteinii	0	0	0
interaction	Parasutterella	Lachnospiraceae	0	0	0
interaction	Parasutterella	Lachnospiraceae-bacterium-28-4	0	4.4446e-05	1.2324e-10
interaction	Parasutterella	Clostridia-UCG-014	0	0	0
interaction	Parasutterella	Oscillospiraceae	0	0	0
interaction	Parasutterella	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Parasutterella	Mucispirillum-schaedleri	0	0	0
interaction	Bacteroides	Muribaculaceae	0	0	0
interaction	Bacteroides	Faecalibaculum	0	8.8897e-05	2.925e-10
interaction	Bacteroides	Bacteroides-acidifaciens	0	0	0
interaction	Bacteroides	Akkermansia-muciniphila	0	0	0
interaction	Bacteroides	Parasutterella	0	0	0
interaction	Bacteroides	Bacteroides	-2.0168e-08	1.8073	1.1185e-08
interaction	Bacteroides	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Bacteroides	Alloprevotella	0	0	0
interaction	Bacteroides	Parabacteroides-goldsteinii	0	0	0
interaction	Bacteroides	Lachnospiraceae	0	0	0
interaction	Bacteroides	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Bacteroides	Clostridia-UCG-014	0	0.00013335	2.4584e-10
interaction	Bacteroides	Oscillospiraceae	0	0	0
interaction	Bacteroides	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Bacteroides	Mucispirillum-schaedleri	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Muribaculaceae	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Faecalibaculum	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Bacteroides-acidifaciens	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Akkermansia-muciniphila	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Parasutterella	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Bacteroides	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-NK4A136-group	-2.8408e-08	1.8073	8.163e-09
interaction	Lachnospiraceae-NK4A136-group	Alloprevotella	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Parabacteroides-goldsteinii	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Clostridia-UCG-014	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Oscillospiraceae	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Lachnospiraceae-NK4A136-group	Mucispirillum-schaedleri	0	0	0
interaction	Alloprevotella	Muribaculaceae	0	0	0
interaction	Alloprevotella	Faecalibaculum	0	0.043599	6.2474e-09
interaction	Alloprevotella	Bacteroides-acidifaciens	0	4.4446e-05	1.8208e-10
interaction	Alloprevotella	Akkermansia-muciniphila	0	0.0021379	1.3845e-09
interaction	Alloprevotella	Parasutterella	0	0.00013335	2.8228e-10
interaction	Alloprevotella	Bacteroides	0	0	0
interaction	Alloprevotella	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Alloprevotella	Alloprevotella	-2.5268e-08	1.8073	6.0505e-09
interaction	Alloprevotella	Parabacteroides-goldsteinii	0	0	0
interaction	Alloprevotella	Lachnospiraceae	0	0	0
interaction	Alloprevotella	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Alloprevotella	Clostridia-UCG-014	0	0	0
interaction	Alloprevotella	Oscillospiraceae	0	0	0
interaction	Alloprevotella	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Alloprevotella	Mucispirillum-schaedleri	0	0	0
interaction	Parabacteroides-goldsteinii	Muribaculaceae	0	0	0
interaction	Parabacteroides-goldsteinii	Faecalibaculum	0	4.4446e-05	2.4122e-10
interaction	Parabacteroides-goldsteinii	Bacteroides-acidifaciens	0	0.0029867	7.3371e-09
interaction	Parabacteroides-goldsteinii	Akkermansia-muciniphila	0	0.00053362	1.7132e-09
interaction	Parabacteroides-goldsteinii	Parasutterella	0	0	0
interaction	Parabacteroides-goldsteinii	Bacteroides	0	0	0
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-NK4A136-group	0	4.4446e-05	3.0167e-10
interaction	Parabacteroides-goldsteinii	Alloprevotella	0	8.8897e-05	1.3571e-10
interaction	Parabacteroides-goldsteinii	Parabacteroides-goldsteinii	-7.6213e-08	1.8073	1.1782e-08
interaction	Parabacteroides-goldsteinii	Lachnospiraceae	0	0.00071162	1.4909e-09
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Parabacteroides-goldsteinii	Clostridia-UCG-014	0	4.4446e-05	2.4511e-10
interaction	Parabacteroides-goldsteinii	Oscillospiraceae	0	4.4446e-05	5.8791e-11
interaction	Parabacteroides-goldsteinii	Rikenellaceae-RC9-gut-group	0	0.00013335	7.0643e-10
interaction	Parabacteroides-goldsteinii	Mucispirillum-schaedleri	0	0	0
interaction	Lachnospiraceae	Muribaculaceae	0	0	0
interaction	Lachnospiraceae	Faecalibaculum	0	0	0
interaction	Lachnospiraceae	Bacteroides-acidifaciens	0	0	0
interaction	Lachnospiraceae	Akkermansia-muciniphila	0	0	0
interaction	Lachnospiraceae	Parasutterella	0	0	0
interaction	Lachnospiraceae	Bacteroides	0	4.4446e-05	1.8937e-11
interaction	Lachnospiraceae	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Lachnospiraceae	Alloprevotella	0	0	0
interaction	Lachnospiraceae	Parabacteroides-goldsteinii	0	0	0
interaction	Lachnospiraceae	Lachnospiraceae	-4.3294e-08	1.8073	8.5518e-09
interaction	Lachnospiraceae	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Lachnospiraceae	Clostridia-UCG-014	0	0	0
interaction	Lachnospiraceae	Oscillospiraceae	0	0	0
interaction	Lachnospiraceae	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Lachnospiraceae	Mucispirillum-schaedleri	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Muribaculaceae	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Faecalibaculum	0	0.00017781	3.0647e-09
interaction	Lachnospiraceae-bacterium-28-4	Bacteroides-acidifaciens	0	4.4446e-05	9.1754e-10
interaction	Lachnospiraceae-bacterium-28-4	Akkermansia-muciniphila	0	0.00013335	2.4864e-09
interaction	Lachnospiraceae-bacterium-28-4	Parasutterella	0	4.4446e-05	4.372e-10
interaction	Lachnospiraceae-bacterium-28-4	Bacteroides	0	4.4446e-05	1.246e-09
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae-NK4A136-group	0	0.00013335	1.3829e-09
interaction	Lachnospiraceae-bacterium-28-4	Alloprevotella	0	8.8897e-05	1.3778e-09
interaction	Lachnospiraceae-bacterium-28-4	Parabacteroides-goldsteinii	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae-bacterium-28-4	-3.2094e-07	1.8073	6.4599e-08
interaction	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	0	8.8897e-05	3.3689e-10
interaction	Lachnospiraceae-bacterium-28-4	Oscillospiraceae	0	0.0014688	5.4032e-09
interaction	Lachnospiraceae-bacterium-28-4	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Mucispirillum-schaedleri	0	0.00062261	4.6133e-09
interaction	Clostridia-UCG-014	Muribaculaceae	0	0	0
interaction	Clostridia-UCG-014	Faecalibaculum	0	0	0
interaction	Clostridia-UCG-014	Bacteroides-acidifaciens	0	0	0
interaction	Clostridia-UCG-014	Akkermansia-muciniphila	0	0	0
interaction	Clostridia-UCG-014	Parasutterella	0	4.4446e-05	1.1449e-10
interaction	Clostridia-UCG-014	Bacteroides	0	0	0
interaction	Clostridia-UCG-014	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Clostridia-UCG-014	Alloprevotella	0	0	0
interaction	Clostridia-UCG-014	Parabacteroides-goldsteinii	0	0	0
interaction	Clostridia-UCG-014	Lachnospiraceae	0	0	0
interaction	Clostridia-UCG-014	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Clostridia-UCG-014	Clostridia-UCG-014	-2.2633e-08	1.8073	6.2768e-09
interaction	Clostridia-UCG-014	Oscillospiraceae	0	0	0
interaction	Clostridia-UCG-014	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Clostridia-UCG-014	Mucispirillum-schaedleri	0	0	0
interaction	Oscillospiraceae	Muribaculaceae	0	0	0
interaction	Oscillospiraceae	Faecalibaculum	0	0	0
interaction	Oscillospiraceae	Bacteroides-acidifaciens	0	0	0
interaction	Oscillospiraceae	Akkermansia-muciniphila	0	0	0
interaction	Oscillospiraceae	Parasutterella	0	0	0
interaction	Oscillospiraceae	Bacteroides	0	0	0
interaction	Oscillospiraceae	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Oscillospiraceae	Alloprevotella	0	0	0
interaction	Oscillospiraceae	Parabacteroides-goldsteinii	0	0	0
interaction	Oscillospiraceae	Lachnospiraceae	0	0.00013335	2.1443e-10
interaction	Oscillospiraceae	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Oscillospiraceae	Clostridia-UCG-014	0	4.4446e-05	7.5448e-11
interaction	Oscillospiraceae	Oscillospiraceae	-2.4908e-08	1.8073	9.9169e-09
interaction	Oscillospiraceae	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Oscillospiraceae	Mucispirillum-schaedleri	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Muribaculaceae	0	4.4446e-05	1.9773e-10
interaction	Rikenellaceae-RC9-gut-group	Faecalibaculum	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Bacteroides-acidifaciens	0	0.00013335	2.8512e-10
interaction	Rikenellaceae-RC9-gut-group	Akkermansia-muciniphila	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Parasutterella	0	4.4446e-05	1.5347e-10
interaction	Rikenellaceae-RC9-gut-group	Bacteroides	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae-NK4A136-group	0	8.8897e-05	4.1674e-10
interaction	Rikenellaceae-RC9-gut-group	Alloprevotella	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Parabacteroides-goldsteinii	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae-bacterium-28-4	0	0.00057811	1.6258e-09
interaction	Rikenellaceae-RC9-gut-group	Clostridia-UCG-014	0	4.4446e-05	3.7177e-10
interaction	Rikenellaceae-RC9-gut-group	Oscillospiraceae	0	0	0
interaction	Rikenellaceae-RC9-gut-group	Rikenellaceae-RC9-gut-group	-9.913e-08	1.8073	2.4336e-08
interaction	Rikenellaceae-RC9-gut-group	Mucispirillum-schaedleri	0	8.8897e-05	1.3297e-10
interaction	Mucispirillum-schaedleri	Muribaculaceae	0	0	0
interaction	Mucispirillum-schaedleri	Faecalibaculum	0	0	0
interaction	Mucispirillum-schaedleri	Bacteroides-acidifaciens	0	0	0
interaction	Mucispirillum-schaedleri	Akkermansia-muciniphila	0	0	0
interaction	Mucispirillum-schaedleri	Parasutterella	0	0	0
interaction	Mucispirillum-schaedleri	Bacteroides	0	0	0
interaction	Mucispirillum-schaedleri	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Mucispirillum-schaedleri	Alloprevotella	0	0	0
interaction	Mucispirillum-schaedleri	Parabacteroides-goldsteinii	0	0	0
interaction	Mucispirillum-schaedleri	Lachnospiraceae	0	0	0
interaction	Mucispirillum-schaedleri	Lachnospiraceae-bacterium-28-4	0	0	0
interaction	Mucispirillum-schaedleri	Clostridia-UCG-014	0	0	0
interaction	Mucispirillum-schaedleri	Oscillospiraceae	0	0	0
interaction	Mucispirillum-schaedleri	Rikenellaceae-RC9-gut-group	0	0	0
interaction	Mucispirillum-schaedleri	Mucispirillum-schaedleri	-1.7326e-08	1.8073	1.3529e-08
