class	var	Estimate	Std.Error	df	t value	P_value
H2:Amino acid metabolism	Acidaminococcaceae	-0.00202839546068186	0.0137278787395609	220.999999999334	-0.147757384747029	0.882668959920565
H2:Amino acid metabolism	Sutterellaceae	0.0337971017000507	0.012884243234783	220.999999998707	2.62313440410767	0.00931915874067328
H2:Amino acid metabolism	Ruminococcaceae	-0.0155885846558935	0.0113022197515793	221.00000000075	-1.37924982866442	0.169211877888684
H2:Amino acid metabolism	Lachnospiraceae	-0.0803110063790561	0.0155218580565437	220.999999998848	-5.17405880703816	5.13358345420593e-07
H2:Amino acid metabolism	Porphyromonadaceae	0.0355125350306219	0.0255799962799727	221.000000001052	1.38829320543826	0.166445574925158
UC1:Lipid metabolism	(Intercept)	11.5083033568268	0.279724448715366	103.999999999651	41.1415713201998	3.62221558166606e-66
UC1:Lipid metabolism	Desulfovibrionaceae	0.0157031567873106	0.0100500405732588	103.999999999246	1.56249685489765	0.121208903795548
UC1:Lipid metabolism	Ruminococcaceae	0.102772327370659	0.0671741896600621	103.999999999079	1.52993773189885	0.129068212989803
UC1:Lipid metabolism	Porphyromonadaceae	0.348692486156541	0.0658384690313008	103.999999999827	5.29618156811584	6.63945737364662e-07
UC1:Lipid metabolism	Lachnospiraceae	-0.231775224601753	0.0497754982676698	103.999999999858	-4.65641194298794	9.54173057627386e-06
UC1:Lipid metabolism	Sutterellaceae	-0.00816103564501838	0.0333140589236513	103.999999999627	-0.244972720487819	0.806960269784371
UC1:Amino acid metabolism	(Intercept)	12.5556726789279	0.277890333355097	103.99999999989	45.1821138480694	3.54827888775546e-70
UC1:Amino acid metabolism	Desulfovibrionaceae	0.0144283146549038	0.00998414381710683	104.000000000099	1.44512287875724	0.151429812889073
UC1:Amino acid metabolism	Ruminococcaceae	0.112391760257815	0.0667337375879068	103.999999999979	1.68418200928374	0.0951455766369995
UC1:Amino acid metabolism	Porphyromonadaceae	0.333692829020474	0.0654067750985699	103.999999999962	5.10180831446879	1.52171520369977e-06
UC1:Amino acid metabolism	Lachnospiraceae	-0.233954286048838	0.04944912706073	104.000000000339	-4.73121165033936	7.05677502400963e-06
UC1:Amino acid metabolism	Sutterellaceae	0.0112536963710748	0.0330956231470669	104.000000000045	0.340035790263466	0.734515385381081
UC2:Lipid metabolism	(Intercept)	13.6911853127381	0.179656826722083	273.51793954868	76.2074314822306	3.01461208639725e-186
UC2:Lipid metabolism	Sutterellaceae	0.0257523589711026	0.0143910216959812	269.284174551766	1.78947398698552	0.0746621840936774
UC2:Lipid metabolism	Prevotellaceae	0.00200907519923071	0.00319834606719579	274.310229341374	0.628160667113865	0.530421321190073
UC2:Lipid metabolism	Acidaminococcaceae	0.00589594870394994	0.0030972097907789	276.99965096345	1.90363233433639	0.0579944085412243
UC2:Lipid metabolism	Lachnospiraceae	0.00813696963066286	0.00867689634453518	274.950714171549	0.937774211834122	0.349183468341361
UC2:Lipid metabolism	Enterobacteriaceae	0.00330254196632997	0.00303211368798294	275.890246866337	1.08918804048107	0.277021446117918
UC2:Amino acid metabolism	(Intercept)	14.7720343446867	0.176089498761379	276.99999999574	83.8893542692429	6.0692065586524e-199
UC2:Amino acid metabolism	Sutterellaceae	0.0396209402843846	0.0141029183768516	276.999999996042	2.80941428048098	0.00531666676571814
UC2:Amino acid metabolism	Prevotellaceae	0.00021298394370416	0.0031367302164277	276.999999996025	0.0678999878882536	0.945914234062381
UC2:Amino acid metabolism	Acidaminococcaceae	0.00475387997652852	0.0030366889549097	276.999999997045	1.56548136707991	0.118611749991389
UC2:Amino acid metabolism	Lachnospiraceae	0.00512418128192806	0.00850520733434062	276.999999999042	0.602475763434792	0.547350370277105
UC2:Amino acid metabolism	Enterobacteriaceae	0.00338210892950388	0.00297339756363006	276.999999996148	1.13745601021306	0.256330642956957
