parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Parasutterella	Rikenellaceae-RC9-gut-group	0	0.00057811	6.5861e-10
interaction	Parasutterella	Mucispirillum-schaedleri	0	0.011418	7.9732e-09
interaction	Bacteroides	Muribaculaceae	0	4.4446e-05	4.2514e-11
interaction	Bacteroides	Faecalibaculum	0	0.00013335	6.7626e-11
interaction	Bacteroides	Bacteroides-acidifaciens	0	0.0030761	1.2292e-09
interaction	Bacteroides	Akkermansia-muciniphila	0	4.4446e-05	3.9047e-11
interaction	Bacteroides	Parasutterella	0	8.8897e-05	1.0182e-10
interaction	Bacteroides	Bacteroides	-1.9393e-08	224990	5.0087e-09
interaction	Bacteroides	Lachnospiraceae-NK4A136-group	0	0.00075613	3.8941e-10
interaction	Bacteroides	Alloprevotella	0	4.4446e-05	6.2394e-11
interaction	Bacteroides	Parabacteroides-goldsteinii	0	0	0
interaction	Bacteroides	Lachnospiraceae	0	0.00035568	3.0405e-10
interaction	Bacteroides	Lachnospiraceae-bacterium-28-4	0	4.4446e-05	6.8734e-11
interaction	Bacteroides	Clostridia-UCG-014	0	0.00026674	1.8932e-10
interaction	Bacteroides	Oscillospiraceae	0	0.00022227	1.9228e-10
interaction	Bacteroides	Rikenellaceae-RC9-gut-group	0	0.00080064	4.0426e-10
interaction	Bacteroides	Mucispirillum-schaedleri	0	0.00035568	4.8711e-10
interaction	Lachnospiraceae-NK4A136-group	Muribaculaceae	0	0.00013335	5.3437e-11
interaction	Lachnospiraceae-NK4A136-group	Faecalibaculum	0	0.00071162	1.1187e-09
interaction	Lachnospiraceae-NK4A136-group	Bacteroides-acidifaciens	0	0.00031121	5.2859e-10
interaction	Lachnospiraceae-NK4A136-group	Akkermansia-muciniphila	0	0.00044464	7.4972e-10
interaction	Lachnospiraceae-NK4A136-group	Parasutterella	0	0.00066711	8.6774e-10
interaction	Lachnospiraceae-NK4A136-group	Bacteroides	0	0.0021379	1.5841e-09
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-NK4A136-group	-1.0153e-07	224990	1.1591e-08
interaction	Lachnospiraceae-NK4A136-group	Alloprevotella	0	0.00053362	5.692e-10
interaction	Lachnospiraceae-NK4A136-group	Parabacteroides-goldsteinii	0	0.01571	4.0344e-09
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae	0	0.00013335	2.7361e-10
interaction	Lachnospiraceae-NK4A136-group	Lachnospiraceae-bacterium-28-4	0	0.13037	2.9345e-08
interaction	Lachnospiraceae-NK4A136-group	Clostridia-UCG-014	0	0.00013335	1.2612e-10
interaction	Lachnospiraceae-NK4A136-group	Oscillospiraceae	0	0.00088968	1.0271e-09
interaction	Lachnospiraceae-NK4A136-group	Rikenellaceae-RC9-gut-group	0	0.00017781	1.6686e-10
interaction	Lachnospiraceae-NK4A136-group	Mucispirillum-schaedleri	0	0.0086068	8.2761e-09
interaction	Alloprevotella	Muribaculaceae	0	8.8897e-05	2.4112e-11
interaction	Alloprevotella	Faecalibaculum	0	0.00013335	3.8335e-11
interaction	Alloprevotella	Bacteroides-acidifaciens	0	0	0
interaction	Alloprevotella	Akkermansia-muciniphila	0	8.8897e-05	7.4318e-11
interaction	Alloprevotella	Parasutterella	0	4.4446e-05	3.9806e-11
interaction	Alloprevotella	Bacteroides	0	0	0
interaction	Alloprevotella	Lachnospiraceae-NK4A136-group	0	4.4446e-05	2.2982e-11
interaction	Alloprevotella	Alloprevotella	-8.373e-09	224990	3.1371e-09
interaction	Alloprevotella	Parabacteroides-goldsteinii	0	4.4446e-05	3.7002e-11
interaction	Alloprevotella	Lachnospiraceae	0	0	0
interaction	Alloprevotella	Lachnospiraceae-bacterium-28-4	0	0.00013335	1.5169e-10
interaction	Alloprevotella	Clostridia-UCG-014	0	8.8897e-05	4.7473e-11
interaction	Alloprevotella	Oscillospiraceae	0	4.4446e-05	2.0583e-11
interaction	Alloprevotella	Rikenellaceae-RC9-gut-group	0	0.0036578	4.7411e-10
interaction	Alloprevotella	Mucispirillum-schaedleri	0	0.00013335	3.1324e-11
interaction	Parabacteroides-goldsteinii	Muribaculaceae	-2.9988e-08	224990	3.8131e-09
interaction	Parabacteroides-goldsteinii	Faecalibaculum	0	0.00017781	1.6761e-10
interaction	Parabacteroides-goldsteinii	Bacteroides-acidifaciens	0	0.00013335	1.6188e-10
interaction	Parabacteroides-goldsteinii	Akkermansia-muciniphila	0	8.8897e-05	1.2569e-11
interaction	Parabacteroides-goldsteinii	Parasutterella	0	0.00022227	1.8092e-10
interaction	Parabacteroides-goldsteinii	Bacteroides	0	0.00013335	1.0112e-10
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-NK4A136-group	-2.5586e-08	17.6104	6.0301e-09
interaction	Parabacteroides-goldsteinii	Alloprevotella	0	0.0020486	7.7672e-10
interaction	Parabacteroides-goldsteinii	Parabacteroides-goldsteinii	-1.49e-08	224990	3.4529e-09
interaction	Parabacteroides-goldsteinii	Lachnospiraceae	-2.4183e-08	12.9665	7.2172e-09
interaction	Parabacteroides-goldsteinii	Lachnospiraceae-bacterium-28-4	0	0.00026674	2.3839e-10
interaction	Parabacteroides-goldsteinii	Clostridia-UCG-014	0	0.00066711	2.9039e-10
interaction	Parabacteroides-goldsteinii	Oscillospiraceae	-2.7889e-08	37.1356	6.2721e-09
interaction	Parabacteroides-goldsteinii	Rikenellaceae-RC9-gut-group	-4.0063e-08	22499	5.9397e-09
interaction	Parabacteroides-goldsteinii	Mucispirillum-schaedleri	0	0.015389	4.2267e-09
interaction	Lachnospiraceae	Muribaculaceae	0	0.00017781	6.2e-11
interaction	Lachnospiraceae	Faecalibaculum	0	0.00053362	8.9212e-10
interaction	Lachnospiraceae	Bacteroides-acidifaciens	0	0.00053362	4.9614e-10
interaction	Lachnospiraceae	Akkermansia-muciniphila	0	0.00017781	1.6912e-10
interaction	Lachnospiraceae	Parasutterella	0	0.00022227	3.0926e-10
interaction	Lachnospiraceae	Bacteroides	0	0.015664	4.3297e-09
interaction	Lachnospiraceae	Lachnospiraceae-NK4A136-group	0	0.00044464	7.2599e-10
interaction	Lachnospiraceae	Alloprevotella	0	0.00071162	5.0438e-10
interaction	Lachnospiraceae	Parabacteroides-goldsteinii	0	0.0050925	1.5243e-09
interaction	Lachnospiraceae	Lachnospiraceae	-7.2349e-08	224990	9.7856e-09
interaction	Lachnospiraceae	Lachnospiraceae-bacterium-28-4	0	0.0024951	2.1559e-09
interaction	Lachnospiraceae	Clostridia-UCG-014	0	8.8897e-05	1.4414e-10
interaction	Lachnospiraceae	Oscillospiraceae	0	0.15379	2.107e-08
interaction	Lachnospiraceae	Rikenellaceae-RC9-gut-group	0	0.00022227	1.2902e-10
interaction	Lachnospiraceae	Mucispirillum-schaedleri	0	0.0050925	4.8723e-09
interaction	Lachnospiraceae-bacterium-28-4	Muribaculaceae	0	4.4446e-05	1.8339e-11
interaction	Lachnospiraceae-bacterium-28-4	Faecalibaculum	0	0.00013335	1.4166e-10
interaction	Lachnospiraceae-bacterium-28-4	Bacteroides-acidifaciens	0	0.00013335	1.4466e-10
interaction	Lachnospiraceae-bacterium-28-4	Akkermansia-muciniphila	0	8.8897e-05	1.2377e-11
interaction	Lachnospiraceae-bacterium-28-4	Parasutterella	0	4.4446e-05	4.0797e-11
interaction	Lachnospiraceae-bacterium-28-4	Bacteroides	0	0.00022227	9.5022e-11
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae-NK4A136-group	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Alloprevotella	0	8.8897e-05	7.0957e-11
interaction	Lachnospiraceae-bacterium-28-4	Parabacteroides-goldsteinii	0	0.00017781	7.7437e-11
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae	0	4.4446e-05	2.2143e-11
interaction	Lachnospiraceae-bacterium-28-4	Lachnospiraceae-bacterium-28-4	-2.0361e-08	224990	7.3721e-09
interaction	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	0	0	0
interaction	Lachnospiraceae-bacterium-28-4	Oscillospiraceae	0	0.00013335	3.497e-11
interaction	Lachnospiraceae-bacterium-28-4	Rikenellaceae-RC9-gut-group	0	0.00035568	1.2264e-10
interaction	Lachnospiraceae-bacterium-28-4	Mucispirillum-schaedleri	0	4.4446e-05	7.3482e-11
interaction	Clostridia-UCG-014	Muribaculaceae	0	0.00035568	6.6053e-10
interaction	Clostridia-UCG-014	Faecalibaculum	0	0.0010678	3.4798e-09
interaction	Clostridia-UCG-014	Bacteroides-acidifaciens	0	0.00053362	1.4055e-09
interaction	Clostridia-UCG-014	Akkermansia-muciniphila	0	0.0024951	6.7532e-09
interaction	Clostridia-UCG-014	Parasutterella	0	0.00080064	1.6981e-09
interaction	Clostridia-UCG-014	Bacteroides	0	0.0027185	6.0601e-09
interaction	Clostridia-UCG-014	Lachnospiraceae-NK4A136-group	0	0.00057811	1.0835e-09
interaction	Clostridia-UCG-014	Alloprevotella	-1.6617e-07	0.001246	3.1903e-09
interaction	Clostridia-UCG-014	Parabacteroides-goldsteinii	0	0.00071162	1.6623e-09
interaction	Clostridia-UCG-014	Lachnospiraceae	0	0.00097873	2.1666e-09
interaction	Clostridia-UCG-014	Lachnospiraceae-bacterium-28-4	0	0.0011569	3.9038e-09
interaction	Clostridia-UCG-014	Clostridia-UCG-014	-2.5279e-07	224990	6.1231e-08
interaction	Clostridia-UCG-014	Oscillospiraceae	0	0.0016917	3.7716e-09
interaction	Clostridia-UCG-014	Rikenellaceae-RC9-gut-group	0	0.007117	1.3049e-08
interaction	Clostridia-UCG-014	Mucispirillum-schaedleri	0	0.0017363	6.1335e-09
interaction	Oscillospiraceae	Muribaculaceae	0	0.00022227	1.9871e-10
interaction	Oscillospiraceae	Faecalibaculum	0	0.00048913	5.8111e-10
interaction	Oscillospiraceae	Bacteroides-acidifaciens	0	4.4446e-05	1.4462e-10
interaction	Oscillospiraceae	Akkermansia-muciniphila	0	0.00035568	3.237e-10
interaction	Oscillospiraceae	Parasutterella	0	0.00017781	5.8174e-10
interaction	Oscillospiraceae	Bacteroides	0	0.0018255	1.6293e-09
interaction	Oscillospiraceae	Lachnospiraceae-NK4A136-group	0	0.00066711	9.4484e-10
interaction	Oscillospiraceae	Alloprevotella	0	0.00013335	1.6889e-10
interaction	Oscillospiraceae	Parabacteroides-goldsteinii	0	0.00062261	4.9671e-10
interaction	Oscillospiraceae	Lachnospiraceae	0	0.0033445	3.2995e-09
interaction	Oscillospiraceae	Lachnospiraceae-bacterium-28-4	0	0.007117	5.913e-09
interaction	Oscillospiraceae	Clostridia-UCG-014	0	8.8897e-05	2.0487e-10
interaction	Oscillospiraceae	Oscillospiraceae	-8.1387e-08	224990	2.315e-08
interaction	Oscillospiraceae	Rikenellaceae-RC9-gut-group	0	0.00013335	1.5767e-10
interaction	Oscillospiraceae	Mucispirillum-schaedleri	0	0.00040016	1.5825e-09
interaction	Rikenellaceae-RC9-gut-group	Muribaculaceae	0	0.00031121	3.1098e-10
interaction	Rikenellaceae-RC9-gut-group	Faecalibaculum	0	0.00013335	1.4729e-10
interaction	Rikenellaceae-RC9-gut-group	Bacteroides-acidifaciens	0	0.0060812	2.0524e-09
interaction	Rikenellaceae-RC9-gut-group	Akkermansia-muciniphila	0	0.0027632	1.8868e-09
interaction	Rikenellaceae-RC9-gut-group	Parasutterella	0	0.00048913	4.8784e-10
interaction	Rikenellaceae-RC9-gut-group	Bacteroides	0	0.00013335	1.0536e-10
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae-NK4A136-group	0	0.00013335	1.7497e-10
interaction	Rikenellaceae-RC9-gut-group	Alloprevotella	0	0.00040016	2.9594e-10
interaction	Rikenellaceae-RC9-gut-group	Parabacteroides-goldsteinii	0	0.00057811	2.8735e-10
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae	0	0.00022227	1.434e-10
interaction	Rikenellaceae-RC9-gut-group	Lachnospiraceae-bacterium-28-4	0	8.8897e-05	1.6577e-10
interaction	Rikenellaceae-RC9-gut-group	Clostridia-UCG-014	0	8.8897e-05	8.646e-11
interaction	Rikenellaceae-RC9-gut-group	Oscillospiraceae	0	0.00013335	6.0235e-11
interaction	Rikenellaceae-RC9-gut-group	Rikenellaceae-RC9-gut-group	-3.5881e-08	224990	9.2971e-09
interaction	Rikenellaceae-RC9-gut-group	Mucispirillum-schaedleri	0	0.00040016	5.2022e-10
interaction	Mucispirillum-schaedleri	Muribaculaceae	0	4.4446e-05	1.1418e-11
interaction	Mucispirillum-schaedleri	Faecalibaculum	0	0.00044464	7.031e-10
interaction	Mucispirillum-schaedleri	Bacteroides-acidifaciens	0	0.23369	2.2217e-08
interaction	Mucispirillum-schaedleri	Akkermansia-muciniphila	0	0.00080064	1.0176e-09
interaction	Mucispirillum-schaedleri	Parasutterella	0	0.0031655	2.7924e-09
interaction	Mucispirillum-schaedleri	Bacteroides	0	8.8897e-05	8.5622e-11
interaction	Mucispirillum-schaedleri	Lachnospiraceae-NK4A136-group	0	0.00022227	1.5189e-10
interaction	Mucispirillum-schaedleri	Alloprevotella	0	0.00048913	4.9075e-10
interaction	Mucispirillum-schaedleri	Parabacteroides-goldsteinii	0	0.00031121	3.4741e-10
interaction	Mucispirillum-schaedleri	Lachnospiraceae	0	8.8897e-05	1.1809e-10
interaction	Mucispirillum-schaedleri	Lachnospiraceae-bacterium-28-4	0	0.0050027	4.752e-09
interaction	Mucispirillum-schaedleri	Clostridia-UCG-014	0	0.00062261	6.6193e-10
interaction	Mucispirillum-schaedleri	Oscillospiraceae	0	0.00026674	4.5559e-10
interaction	Mucispirillum-schaedleri	Rikenellaceae-RC9-gut-group	0	0.00017781	2.7989e-10
interaction	Mucispirillum-schaedleri	Mucispirillum-schaedleri	-1.6837e-07	224990	2.885e-08
