parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Akkermansiaceae	Prevotellaceae	0	0	0
interaction	Akkermansiaceae	Acidaminococcaceae	0	0	0
interaction	Akkermansiaceae	Ruminococcaceae	0	0	0
interaction	Akkermansiaceae	Enterobacteriaceae	0	0	0
interaction	Akkermansiaceae	Desulfovibrionaceae	0	0	0
interaction	Akkermansiaceae	Erysipelotrichaceae	0	0	0
interaction	Akkermansiaceae	Rikenellaceae	0	0	0
interaction	Akkermansiaceae	Barnesiellaceae	0	0	0
interaction	Akkermansiaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Akkermansiaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Lachnospiraceae	Bacteroidaceae	0	0	0
interaction	Lachnospiraceae	Akkermansiaceae	0	0	0
interaction	Lachnospiraceae	Lachnospiraceae	-5.8368e-08	224990	9.7632e-09
interaction	Lachnospiraceae	Sutterellaceae	0	0	0
interaction	Lachnospiraceae	Porphyromonadaceae	0	0	0
interaction	Lachnospiraceae	Prevotellaceae	0	0	0
interaction	Lachnospiraceae	Acidaminococcaceae	0	0	0
interaction	Lachnospiraceae	Ruminococcaceae	0	0	0
interaction	Lachnospiraceae	Enterobacteriaceae	0	4.4446e-05	5.1418e-10
interaction	Lachnospiraceae	Desulfovibrionaceae	0	0	0
interaction	Lachnospiraceae	Erysipelotrichaceae	0	0	0
interaction	Lachnospiraceae	Rikenellaceae	0	0	0
interaction	Lachnospiraceae	Barnesiellaceae	0	0	0
interaction	Lachnospiraceae	Erysipelatoclostridiaceae	0	0	0
interaction	Lachnospiraceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Sutterellaceae	Bacteroidaceae	0	0	0
interaction	Sutterellaceae	Akkermansiaceae	0	0	0
interaction	Sutterellaceae	Lachnospiraceae	0	4.4446e-05	3.7925e-10
interaction	Sutterellaceae	Sutterellaceae	-9.0452e-08	224990	1.7497e-08
interaction	Sutterellaceae	Porphyromonadaceae	0	0	0
interaction	Sutterellaceae	Prevotellaceae	0	0	0
interaction	Sutterellaceae	Acidaminococcaceae	0	0	0
interaction	Sutterellaceae	Ruminococcaceae	0	0	0
interaction	Sutterellaceae	Enterobacteriaceae	0	0	0
interaction	Sutterellaceae	Desulfovibrionaceae	0	0	0
interaction	Sutterellaceae	Erysipelotrichaceae	0	4.4446e-05	5.2615e-10
interaction	Sutterellaceae	Rikenellaceae	0	0	0
interaction	Sutterellaceae	Barnesiellaceae	0	0	0
interaction	Sutterellaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Sutterellaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Porphyromonadaceae	Bacteroidaceae	0	0	0
interaction	Porphyromonadaceae	Akkermansiaceae	0	8.8897e-05	5.7493e-10
interaction	Porphyromonadaceae	Lachnospiraceae	0	0	0
interaction	Porphyromonadaceae	Sutterellaceae	0	0	0
interaction	Porphyromonadaceae	Porphyromonadaceae	-9.7681e-08	224990	2.1507e-08
interaction	Porphyromonadaceae	Prevotellaceae	0	0	0
interaction	Porphyromonadaceae	Acidaminococcaceae	0	0	0
interaction	Porphyromonadaceae	Ruminococcaceae	0	0	0
interaction	Porphyromonadaceae	Enterobacteriaceae	0	0.00040016	2.7337e-09
interaction	Porphyromonadaceae	Desulfovibrionaceae	0	4.4446e-05	3.3092e-10
interaction	Porphyromonadaceae	Erysipelotrichaceae	0	0.0045988	6.8377e-09
interaction	Porphyromonadaceae	Rikenellaceae	0	0	0
interaction	Porphyromonadaceae	Barnesiellaceae	0	4.4446e-05	3.4766e-10
interaction	Porphyromonadaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Porphyromonadaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Prevotellaceae	Bacteroidaceae	0	0	0
interaction	Prevotellaceae	Akkermansiaceae	0	0	0
interaction	Prevotellaceae	Lachnospiraceae	0	0	0
interaction	Prevotellaceae	Sutterellaceae	0	0	0
interaction	Prevotellaceae	Porphyromonadaceae	0	0	0
interaction	Prevotellaceae	Prevotellaceae	-9.6895e-08	224990	3.4751e-08
interaction	Prevotellaceae	Acidaminococcaceae	0	0	0
interaction	Prevotellaceae	Ruminococcaceae	0	0	0
interaction	Prevotellaceae	Enterobacteriaceae	0	0	0
interaction	Prevotellaceae	Desulfovibrionaceae	0	0	0
interaction	Prevotellaceae	Erysipelotrichaceae	0	0	0
interaction	Prevotellaceae	Rikenellaceae	0	0	0
interaction	Prevotellaceae	Barnesiellaceae	0	4.4446e-05	2.2082e-10
interaction	Prevotellaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Prevotellaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Acidaminococcaceae	Bacteroidaceae	0	0	0
interaction	Acidaminococcaceae	Akkermansiaceae	0	4.4446e-05	7.1964e-10
interaction	Acidaminococcaceae	Lachnospiraceae	0	0.00040016	2.7447e-09
interaction	Acidaminococcaceae	Sutterellaceae	0	0	0
interaction	Acidaminococcaceae	Porphyromonadaceae	0	0	0
interaction	Acidaminococcaceae	Prevotellaceae	0	0	0
interaction	Acidaminococcaceae	Acidaminococcaceae	-2.2759e-07	224990	2.5585e-08
interaction	Acidaminococcaceae	Ruminococcaceae	-1.9996e-07	22499	2.8453e-08
interaction	Acidaminococcaceae	Enterobacteriaceae	0	4.4446e-05	1.0713e-09
interaction	Acidaminococcaceae	Desulfovibrionaceae	0	0.0024058	7.5556e-09
interaction	Acidaminococcaceae	Erysipelotrichaceae	0	0.00013335	1.5075e-09
interaction	Acidaminococcaceae	Rikenellaceae	0	4.4446e-05	8.1619e-10
interaction	Acidaminococcaceae	Barnesiellaceae	0	0.0033892	8.8279e-09
interaction	Acidaminococcaceae	Erysipelatoclostridiaceae	0	0.00013335	1.7095e-09
interaction	Acidaminococcaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Ruminococcaceae	Bacteroidaceae	0	0	0
interaction	Ruminococcaceae	Akkermansiaceae	0	0	0
interaction	Ruminococcaceae	Lachnospiraceae	0	0	0
interaction	Ruminococcaceae	Sutterellaceae	0	0	0
interaction	Ruminococcaceae	Porphyromonadaceae	0	0	0
interaction	Ruminococcaceae	Prevotellaceae	0	0	0
interaction	Ruminococcaceae	Acidaminococcaceae	0	0	0
interaction	Ruminococcaceae	Ruminococcaceae	-2.9344e-07	224990	5.9243e-08
interaction	Ruminococcaceae	Enterobacteriaceae	0	0	0
interaction	Ruminococcaceae	Desulfovibrionaceae	0	0	0
interaction	Ruminococcaceae	Erysipelotrichaceae	0	0	0
interaction	Ruminococcaceae	Rikenellaceae	0	0	0
interaction	Ruminococcaceae	Barnesiellaceae	0	0	0
interaction	Ruminococcaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Ruminococcaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Enterobacteriaceae	Bacteroidaceae	0	0	0
interaction	Enterobacteriaceae	Akkermansiaceae	0	0.00075613	2.3301e-09
interaction	Enterobacteriaceae	Lachnospiraceae	0	0	0
interaction	Enterobacteriaceae	Sutterellaceae	0	0.00022227	8.7733e-10
interaction	Enterobacteriaceae	Porphyromonadaceae	0	0	0
interaction	Enterobacteriaceae	Prevotellaceae	0	8.8897e-05	7.3063e-10
interaction	Enterobacteriaceae	Acidaminococcaceae	0	0	0
interaction	Enterobacteriaceae	Ruminococcaceae	0	0	0
interaction	Enterobacteriaceae	Enterobacteriaceae	-3.5825e-08	224990	2.7844e-08
interaction	Enterobacteriaceae	Desulfovibrionaceae	0	0	0
interaction	Enterobacteriaceae	Erysipelotrichaceae	0	0	0
interaction	Enterobacteriaceae	Rikenellaceae	0	0	0
interaction	Enterobacteriaceae	Barnesiellaceae	0	0.00013335	6.0932e-10
interaction	Enterobacteriaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Enterobacteriaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Desulfovibrionaceae	Bacteroidaceae	0	0	0
interaction	Desulfovibrionaceae	Akkermansiaceae	0	0	0
interaction	Desulfovibrionaceae	Lachnospiraceae	0	0	0
interaction	Desulfovibrionaceae	Sutterellaceae	0	0	0
interaction	Desulfovibrionaceae	Porphyromonadaceae	0	0	0
interaction	Desulfovibrionaceae	Prevotellaceae	0	0	0
interaction	Desulfovibrionaceae	Acidaminococcaceae	0	0	0
interaction	Desulfovibrionaceae	Ruminococcaceae	0	0	0
interaction	Desulfovibrionaceae	Enterobacteriaceae	0	0	0
interaction	Desulfovibrionaceae	Desulfovibrionaceae	-1.861e-07	224990	4.3751e-08
interaction	Desulfovibrionaceae	Erysipelotrichaceae	0	0	0
interaction	Desulfovibrionaceae	Rikenellaceae	0	0	0
interaction	Desulfovibrionaceae	Barnesiellaceae	0	0	0
interaction	Desulfovibrionaceae	Erysipelatoclostridiaceae	0	4.4446e-05	1.4457e-09
interaction	Desulfovibrionaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Erysipelotrichaceae	Bacteroidaceae	0	0	0
interaction	Erysipelotrichaceae	Akkermansiaceae	0	0.00017781	5.757e-09
interaction	Erysipelotrichaceae	Lachnospiraceae	0	0	0
interaction	Erysipelotrichaceae	Sutterellaceae	0	0.00026674	6.0258e-09
interaction	Erysipelotrichaceae	Porphyromonadaceae	0	0	0
interaction	Erysipelotrichaceae	Prevotellaceae	0	0	0
interaction	Erysipelotrichaceae	Acidaminococcaceae	0	0	0
interaction	Erysipelotrichaceae	Ruminococcaceae	0	0	0
interaction	Erysipelotrichaceae	Enterobacteriaceae	0	0	0
interaction	Erysipelotrichaceae	Desulfovibrionaceae	0	0	0
interaction	Erysipelotrichaceae	Erysipelotrichaceae	-3.5525e-07	224990	1.1584e-07
interaction	Erysipelotrichaceae	Rikenellaceae	0	4.4446e-05	2.2413e-09
interaction	Erysipelotrichaceae	Barnesiellaceae	0	0	0
interaction	Erysipelotrichaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Erysipelotrichaceae	Clostridiales_Incertae_Sedis_XIII	0	0.0050027	4.4447e-08
interaction	Rikenellaceae	Bacteroidaceae	0	0	0
interaction	Rikenellaceae	Akkermansiaceae	0	0	0
interaction	Rikenellaceae	Lachnospiraceae	0	0	0
interaction	Rikenellaceae	Sutterellaceae	0	0	0
interaction	Rikenellaceae	Porphyromonadaceae	0	0	0
interaction	Rikenellaceae	Prevotellaceae	0	0	0
interaction	Rikenellaceae	Acidaminococcaceae	0	0	0
interaction	Rikenellaceae	Ruminococcaceae	0	0	0
interaction	Rikenellaceae	Enterobacteriaceae	0	0	0
interaction	Rikenellaceae	Desulfovibrionaceae	0	0	0
interaction	Rikenellaceae	Erysipelotrichaceae	0	0	0
interaction	Rikenellaceae	Rikenellaceae	-5.9325e-07	224990	1.1557e-07
interaction	Rikenellaceae	Barnesiellaceae	0	0	0
interaction	Rikenellaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Rikenellaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Barnesiellaceae	Bacteroidaceae	0	0	0
interaction	Barnesiellaceae	Akkermansiaceae	0	0	0
interaction	Barnesiellaceae	Lachnospiraceae	0	0	0
interaction	Barnesiellaceae	Sutterellaceae	0	0	0
interaction	Barnesiellaceae	Porphyromonadaceae	0	0	0
interaction	Barnesiellaceae	Prevotellaceae	0	0	0
interaction	Barnesiellaceae	Acidaminococcaceae	0	0	0
interaction	Barnesiellaceae	Ruminococcaceae	0	0	0
interaction	Barnesiellaceae	Enterobacteriaceae	0	0	0
interaction	Barnesiellaceae	Desulfovibrionaceae	0	0	0
interaction	Barnesiellaceae	Erysipelotrichaceae	0	4.4446e-05	3.931e-09
interaction	Barnesiellaceae	Rikenellaceae	0	0	0
interaction	Barnesiellaceae	Barnesiellaceae	-7.0247e-07	224990	1.2532e-07
interaction	Barnesiellaceae	Erysipelatoclostridiaceae	0	0	0
interaction	Barnesiellaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Erysipelatoclostridiaceae	Bacteroidaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Akkermansiaceae	0	4.4446e-05	1.5155e-08
interaction	Erysipelatoclostridiaceae	Lachnospiraceae	0	0.0062612	2.1066e-07
interaction	Erysipelatoclostridiaceae	Sutterellaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Porphyromonadaceae	0	0.00013335	1.5027e-08
interaction	Erysipelatoclostridiaceae	Prevotellaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Acidaminococcaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Ruminococcaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Enterobacteriaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Desulfovibrionaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Erysipelotrichaceae	0	4.4446e-05	1.0482e-08
interaction	Erysipelatoclostridiaceae	Rikenellaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Barnesiellaceae	0	0	0
interaction	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae	-2.869e-06	224990	8.3394e-07
interaction	Erysipelatoclostridiaceae	Clostridiales_Incertae_Sedis_XIII	0	0	0
interaction	Clostridiales_Incertae_Sedis_XIII	Bacteroidaceae	0	0.00057811	3.1504e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Akkermansiaceae	0	0.0048232	1.9505e-06
interaction	Clostridiales_Incertae_Sedis_XIII	Lachnospiraceae	-2.7604e-05	1.0027	1.4133e-05
interaction	Clostridiales_Incertae_Sedis_XIII	Sutterellaceae	0	1.2725	1.6076e-05
interaction	Clostridiales_Incertae_Sedis_XIII	Porphyromonadaceae	0	0.00035568	3.4927e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Prevotellaceae	0	0.0010233	9.3401e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Acidaminococcaceae	0	0.00093421	3.9794e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Ruminococcaceae	0	0.0022272	7.7963e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Enterobacteriaceae	0	0.00017781	2.1739e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Desulfovibrionaceae	0	0.046074	5.8774e-06
interaction	Clostridiales_Incertae_Sedis_XIII	Erysipelotrichaceae	0	0.00013335	2.2761e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Rikenellaceae	-2.2916e-05	0.001558	8.2408e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Barnesiellaceae	0	0.00040016	2.783e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Erysipelatoclostridiaceae	0	0.0012014	8.7863e-07
interaction	Clostridiales_Incertae_Sedis_XIII	Clostridiales_Incertae_Sedis_XIII	-5.5702e-05	224990	8.3163e-06
perturbation	Perturbation1	Bacteroidaceae	0	0.00097873	0.010942
perturbation	Perturbation1	Akkermansiaceae	0	0.0052721	0.061384
perturbation	Perturbation1	Lachnospiraceae	0	0.0024504	0.032848
perturbation	Perturbation1	Sutterellaceae	0	0.0026738	0.033573
perturbation	Perturbation1	Porphyromonadaceae	0	0.00013335	0.00090083
perturbation	Perturbation1	Prevotellaceae	0	0.0012906	0.026484
perturbation	Perturbation1	Acidaminococcaceae	0	0.00048913	0.004977
perturbation	Perturbation1	Ruminococcaceae	0	0.00035568	0.0082294
perturbation	Perturbation1	Enterobacteriaceae	0	0.00080064	0.020764
perturbation	Perturbation1	Desulfovibrionaceae	0	0.00062261	0.0095999
perturbation	Perturbation1	Erysipelotrichaceae	0	0.00040016	0.00905
perturbation	Perturbation1	Rikenellaceae	0	0.057878	0.23309
perturbation	Perturbation1	Barnesiellaceae	0	0.00053362	0.0076953
perturbation	Perturbation1	Erysipelatoclostridiaceae	0	0.00022227	0.0044838
perturbation	Perturbation1	Clostridiales_Incertae_Sedis_XIII	0	0.00031121	0.0078478
