class	var	Estimate	Std.Error	df	t value	P_value
UC1:Amino acid metabolism	Desulfovibrionaceae	0.0119604683330821	0.0109062012149741	102.490372970112	1.09666675841818	0.275357169643409
UC1:Amino acid metabolism	Sutterellaceae	-0.0425513766898481	0.030937673871607	100.181095398239	-1.37539030459881	0.172078203615748
UC2:Lipid metabolism	(Intercept)	13.6908401603132	0.20155152729044	276.354470068872	67.9272459225001	1.8375327517368e-174
UC2:Lipid metabolism	Porphyromonadaceae	-0.00410903830167705	0.0159841438574	262.959291353224	-0.257069652171251	0.79732603692369
UC2:Lipid metabolism	Prevotellaceae	0.00314496195637591	0.00316663142761623	273.936867550992	0.993156932931524	0.32150992839425
UC2:Lipid metabolism	Desulfovibrionaceae	0.00308399880388696	0.00284016333716878	275.146083752764	1.08585262105427	0.278494615128005
UC2:Lipid metabolism	Sutterellaceae	0.0394928817831158	0.016155164870225	261.195056163624	2.44459787940039	0.0151629072218491
UC2:Amino acid metabolism	(Intercept)	14.8352598557771	0.196583999681635	276.999999991972	75.4652457972297	9.5800537108061e-187
UC2:Amino acid metabolism	Porphyromonadaceae	-0.0179875375201261	0.0155515280900708	276.99999999418	-1.15664116194541	0.248415516954997
UC2:Amino acid metabolism	Prevotellaceae	0.00125485368044684	0.00309464831388641	276.999999993111	0.405491530270508	0.685429256954046
UC2:Amino acid metabolism	Desulfovibrionaceae	0.00283775751036483	0.00276871816883465	276.999999995564	1.02493548903146	0.306287848846307
UC2:Amino acid metabolism	Sutterellaceae	0.0595629580985212	0.015714898321349	276.999999994514	3.79022230246338	0.000184715237067066
