parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	Parabacteroides-goldsteinii	Parabacteroides-goldsteinii	-6.7097e-08	18.9389	1.1748e-08
interaction	Parabacteroides-goldsteinii	Lachnospiraceae	0	0.012875	6.1689e-09
interaction	Lachnospiraceae	Muribaculaceae	0	0	0
interaction	Lachnospiraceae	Faecalibaculum	0	0.00017781	2.7802e-10
interaction	Lachnospiraceae	Bacteroides-acidifaciens	0	0.00035568	6.3104e-10
interaction	Lachnospiraceae	Akkermansia-muciniphila	0	0.00013335	8.9687e-11
interaction	Lachnospiraceae	Parasutterella	0	0.00013335	5.6298e-11
interaction	Lachnospiraceae	Bacteroides	0	8.8897e-05	1.3807e-10
interaction	Lachnospiraceae	Lachnospiraceae-NK4A136-group	0	4.4446e-05	2.3765e-10
interaction	Lachnospiraceae	Alloprevotella	0	0	0
interaction	Lachnospiraceae	Parabacteroides-goldsteinii	0	0	0
interaction	Lachnospiraceae	Lachnospiraceae	-3.7493e-08	18.9389	8.6399e-09
